NCBI_taxonomy_name,fmin,fmax
Citrobacter freundii,0,789
Acinetobacter baumannii,0,825
Pseudomonas aeruginosa,0,789
Pseudomonas indoloxydans,0,801
Pseudomonas indoloxydans,0,774
Enterobacter cloacae,0,828
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,792
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Acinetobacter sp.,1625490,1626330
Aeromonas caviae,0,795
Acinetobacter baumannii,0,828
Citrobacter freundii,0,795
Aeromonas veronii,0,831
Burkholderia cenocepacia,2245541,2246348
Acinetobacter johnsonii,0,825
Acinetobacter pittii,0,822
Pseudomonas aeruginosa,0,801
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Pseudomonas aeruginosa,0,828
Acinetobacter calcoaceticus,0,822
Acinetobacter calcoaceticus,0,831
Acinetobacter bereziniae,0,831
Aeromonas hydrophila,0,801
Klebsiella pneumoniae,0,792
Pseudomonas aeruginosa,0,777
Pseudomonas oleovorans,0,777
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter bereziniae,0,828
Pseudomonas aeruginosa,0,828
Klebsiella pneumoniae,0,828
Pseudomonas aeruginosa,0,828
Pseudomonas aeruginosa,0,816
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,801
Longilinea arvoryzae,292413,293283
Hyphomonas beringensis,200409,201234
Bradyrhizobium sp.,5256874,5257693
Acinetobacter baumannii,15,840
Acinetobacter baumannii,9,834
Acinetobacter baumannii,0,825
Klebsiella pneumoniae,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Brachyspira pilosicoli,0,810
Brachyspira pilosicoli,0,810
Brachyspira pilosicoli,0,810
Brachyspira pulli,0,810
Brachyspira pulli,0,810
Brachyspira pulli,0,810
Brachyspira pulli,0,810
Brachyspira pulli,0,810
Brachyspira pulli,0,810
Aliarcobacter butzleri,0,762
Acinetobacter baumannii,0,825
Acinetobacter lwoffii,0,831
Acinetobacter lwoffii,0,831
Acinetobacter lwoffii,0,831
Acinetobacter pittii,0,822
Acinetobacter pittii,0,822
Acinetobacter pittii,0,822
Acinetobacter schindleri,0,831
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Escherichia coli,0,798
Enterobacter cloacae,0,801
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,804
Acinetobacter baumannii,0,825
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,828
Acinetobacter lactucae,0,822
Acinetobacter pittii,0,822
Acinetobacter baumannii,0,828
Pseudomonas aeruginosa,0,789
Pseudomonas parasichuanensis,0,801
Burkholderia cenocepacia,0,807
Aeromonas caviae,0,795
Acinetobacter bereziniae,0,831
Acinetobacter proteolyticus,0,843
Klebsiella oxytoca,0,792
Providencia rettgeri,0,807
Pseudomonas aeruginosa,363,1164
Pandoraea commovens,4595946,4596825
Acinetobacter pittii,0,822
Acinetobacter calcoaceticus,0,822
Pandoraea sputorum,0,879
Aeromonas taiwanensis,0,795
Aeromonas caviae,0,795
Aeromonas caviae,0,795
Aeromonas caviae,0,795
Aeromonas veronii,0,795
Aeromonas caviae,0,795
Aeromonas caviae,0,795
Aeromonas caviae,0,795
Aeromonas caviae,0,795
Aeromonas veronii,0,795
Aeromonas caviae,0,795
Acinetobacter pittii,0,822
Acinetobacter pittii,0,822
Acinetobacter pittii,0,822
Klebsiella pneumoniae,0,798
Pseudomonas aeruginosa,0,813
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,825
Pseudomonas aeruginosa,0,828
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,828
Ralstonia mannitolilytica,0,816
Ralstonia mannitolilytica,0,828
Acinetobacter baumannii,0,843
Escherichia coli,0,798
Acinetobacter baumannii,0,828
Pseudomonas aeruginosa,609,1437
Pseudomonas aeruginosa,11959,12760
Acinetobacter calcoaceticus,21,843
Citrobacter freundii,0,777
Pseudomonas aeruginosa,0,825
Pseudomonas aeruginosa,162361,163150
Acinetobacter sp.,8646,9468
Acinetobacter bereziniae,15354,16185
Acinetobacter bereziniae,229992,230823
Acinetobacter bereziniae,15894,16725
Acinetobacter bereziniae,16425,17256
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Klebsiella pneumoniae,0,786
Klebsiella pneumoniae,0,798
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,19808,20609
Pseudomonas aeruginosa,0,801
Escherichia coli,0,798
Cupriavidus taiwanensis,0,840
Escherichia coli,0,798
Acinetobacter sp.,0,825
Klebsiella pneumoniae,0,798
Klebsiella pneumoniae,0,798
Escherichia coli,0,798
Acinetobacter baumannii,0,825
Acinetobacter proteolyticus,0,843
Acinetobacter baumannii,0,822
Klebsiella pneumoniae,0,825
Pseudomonas aeruginosa,0,825
Pseudomonas aeruginosa,0,825
Pseudomonas aeruginosa,0,825
Acinetobacter radioresistens,0,822
Acinetobacter pittii,0,822
Acinetobacter baumannii,0,822
Acinetobacter pittii,0,822
Acinetobacter bereziniae,0,828
Escherichia coli,0,798
Pandoraea sputorum,0,879
Pandoraea sputorum,0,879
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,801
Pseudomonas oleovorans,0,801
Acinetobacter sp.,0,822
Acinetobacter pittii,0,822
Acinetobacter variabilis,0,822
Acinetobacter pittii,271820,272642
Achromobacter sp.,0,831
Pseudomonas aeruginosa,3369,4179
Providencia stuartii,0,786
Acinetobacter baumannii,250,1072
Klebsiella pneumoniae,0,798
Klebsiella sp.,1085,1913
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,801
Pseudomonas aeruginosa,0,801
Acinetobacter baumannii,0,825
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,825
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,801
Acinetobacter sp.,2452347,2453187
Acinetobacter faecalis,10478,11318
Acinetobacter faecalis,809,1649
Acinetobacter faecalis,261669,262509
Acinetobacter faecalis,217780,218620
Acinetobacter faecalis,108551,109391
Pandoraea apista,0,870
Acinetobacter baumannii,0,825
Acinetobacter pittii,0,822
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas aeruginosa,0,789
Pseudomonas soli,0,801
Acinetobacter baumannii,1730,2558
Escherichia coli,0,798
Klebsiella pneumoniae,0,798
Klebsiella pneumoniae,0,798
Klebsiella pneumoniae,0,798
Klebsiella pneumoniae,0,798
Klebsiella pneumoniae,0,798
Aeromonas sobria,0,795
Achromobacter xylosoxidans,0,828
Achromobacter xylosoxidans,0,828
Klebsiella pneumoniae,0,798
Klebsiella aerogenes,0,798
Acinetobacter haemolyticus,43413,44241
Acinetobacter guillouiae,0,846
Aeromonas hydrophila,0,795
Aeromonas dhakensis,0,795
Acinetobacter bereziniae,0,831
Acinetobacter bereziniae,0,831
Acinetobacter baumannii,0,825
Acinetobacter baumannii,4,829
Aeromonas salmonicida,11387,12182
uncultured bacterium,0,789
Aeromonas allosaccharophila,0,795
Aeromonas allosaccharophila,0,795
Shewanella chilikensis,0,870
Shewanella chilikensis,0,870
Shewanella indica,0,870
Shewanella algae,0,870
Shewanella algae,0,870
Shewanella algae,0,870
Acinetobacter radioresistens,0,822
Acinetobacter radioresistens,0,822
Acinetobacter radioresistens,0,822
Acinetobacter radioresistens,0,822
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter baumannii,0,825
Acinetobacter pittii,0,822
Acinetobacter lactucae,0,822
Acinetobacter lactucae,0,822
Acinetobacter gerneri,0,840
Acinetobacter vivianii,0,837
Acinetobacter bereziniae,0,831
Acinetobacter courvalinii,0,837
Acinetobacter lactucae,0,822
Acinetobacter pittii,0,822
Acinetobacter oleivorans,0,822
Acinetobacter pittii,0,822
Acinetobacter lactucae,0,822
Acinetobacter calcoaceticus,0,822
Acinetobacter schindleri,0,831
Acinetobacter pittii,0,822
Acinetobacter vivianii,0,837
Acinetobacter vivianii,0,837
Acinetobacter courvalinii,0,837
Acinetobacter courvalinii,0,837
Acinetobacter vivianii,0,837
Acinetobacter courvalinii,0,837
Acinetobacter gerneri,0,840
Klebsiella oxytoca,4671971,4672847
Klebsiella michiganensis,129022,129895
Klebsiella michiganensis,4910875,4911748
Klebsiella michiganensis,80389,81265
Klebsiella michiganensis,2989578,2990454
Klebsiella michiganensis,4576168,4577044
Klebsiella michiganensis,79609,80485
Klebsiella oxytoca,70930,71803
Klebsiella oxytoca,1479410,1480286
Klebsiella sp.,4480742,4481615
Klebsiella sp.,3280378,3281251
Klebsiella oxytoca,0,873
Klebsiella oxytoca,200746,201619
Klebsiella oxytoca,0,873
Klebsiella oxytoca,39807,40680
Klebsiella oxytoca,590655,591528
Klebsiella oxytoca,4406764,4407637
Klebsiella oxytoca,314693,315560
Klebsiella oxytoca,146836,147703
Klebsiella oxytoca,164084,164957
Klebsiella oxytoca,4302632,4303505
Klebsiella oxytoca,17437,18310
Klebsiella oxytoca,173022,173892
Klebsiella oxytoca,4297978,4298848
Klebsiella spallanzanii,139522,140389
Klebsiella spallanzanii,686748,687615
Klebsiella pasteurii,1048283,1049156
Klebsiella pasteurii,5453997,5454870
Klebsiella pasteurii,1127453,1128326
Klebsiella pasteurii,1091466,1092339
Klebsiella michiganensis,150967,151840
Klebsiella michiganensis,4380895,4381768
Klebsiella michiganensis,4352948,4353821
Klebsiella michiganensis,4461815,4462688
Klebsiella michiganensis,4819368,4820241
Klebsiella grimontii,4323852,4324728
Klebsiella grimontii,31310,32186
Klebsiella grimontii,4518796,4519669
Klebsiella grimontii,4194727,4195603
Klebsiella oxytoca,0,873
Klebsiella huaxiensis,4399698,4400571
Klebsiella huaxiensis,86928,87801
Klebsiella huaxiensis,393713,394586
Klebsiella spallanzanii,240,1116
Paramesorhizobium deserti,32461,33355
Pseudomonas tohonis,0,864
Staphylococcus aureus,139,985
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1191
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1173
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1182
Pseudomonas aeruginosa,0,1197
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1137
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1137
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,118584,119778
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1188
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,118637,119831
Pseudomonas aeruginosa,85708,86902
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1188
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1182
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1185
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1185
Pseudomonas aeruginosa,0,1173
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1170
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1188
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1173
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1179
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1173
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1137
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1188
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1188
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1197
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1170
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1185
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1185
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1191
Pseudomonas aeruginosa,0,1194
Pseudomonas aeruginosa,0,1185
Burkholderia multivorans,166904,167813
Burkholderia multivorans,11143,12052
Burkholderia multivorans,229377,230286
Burkholderia multivorans,181036,181945
Burkholderia multivorans,17479,18388
Burkholderia multivorans,112447,113356
Burkholderia multivorans,148900,149809
Burkholderia multivorans,650728,651637
Burkholderia multivorans,43938,44847
Burkholderia multivorans,1834932,1835841
Burkholderia multivorans,692507,693416
Burkholderia multivorans,45644,46553
Burkholderia multivorans,172720,173626
Burkholderia multivorans,1101,2010
Burkholderia multivorans,158752,159661
Burkholderia multivorans,30109,31018
Burkholderia multivorans,25745,26654
Burkholderia multivorans,230201,231110
Burkholderia multivorans,616394,617303
Burkholderia multivorans,180338,181247
Burkholderia multivorans,179001,179928
Burkholderia multivorans,204570,205479
Burkholderia multivorans,850218,851127
Burkholderia multivorans,1840161,1841070
Burkholderia multivorans,754574,755483
Burkholderia multivorans,578537,579452
Burkholderia multivorans,208216,209125
Burkholderia multivorans,1705594,1706503
Burkholderia multivorans,181991,182900
Burkholderia multivorans,237093,238002
Burkholderia multivorans,141626,142535
Burkholderia multivorans,276438,277347
Burkholderia multivorans,191029,191938
Burkholderia multivorans,1975072,1975981
Burkholderia multivorans,2254588,2255497
Burkholderia cenocepacia,0,939
Burkholderia cenocepacia,0,939
Burkholderia cenocepacia,0,939
Burkholderia cenocepacia,0,939
Pseudomonas aeruginosa,0,927
Proteus mirabilis,0,927
Pseudoxanthomonas japonensis,35568,36474
Raoultella planticola,161,1037
Raoultella planticola,187,1063
Pandoraea sputorum,0,1227
Pandoraea sputorum,0,1227
Pandoraea sputorum,0,1227
Riemerella anatipestifer,0,873
Rahnella aquatilis,0,888
Rahnella aquatilis,0,888
Rahnella aquatilis,0,888
Rahnella aquatilis,0,888
Riemerella anatipestifer,2031238,2032126
uncultured bacterium,0,1191
uncultured bacterium,0,816
Citrobacter amalonaticus,0,885
Serratia sp.,4981568,4982498
Serratia fonticola,0,1149
Klebsiella pneumoniae,0,861
Escherichia coli,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Klebsiella pneumoniae,0,861
Serratia marcescens,4,1141
Neisseria gonorrhoeae,0,864
Escherichia coli,0,861
Escherichia coli,0,861
Klebsiella oxytoca,0,861
Escherichia coli,0,861
Escherichia coli,0,861
Escherichia coli,0,861
Escherichia coli,0,861
Klebsiella pneumoniae,549,1410
Klebsiella pneumoniae,700,1561
Klebsiella pneumoniae,0,861
Enterobacter cloacae,0,861
Vibrio parahaemolyticus,2975,3875
Aeromonas veronii,0,900
Proteus mirabilis,0,900
